pmid,title,year,journal,study_type,pmc_id
32755644,"Chronic stress followed by social isolation promotes depressive-like behaviour, alters microglial and astrocyte biology and reduces hippocampal neurogenesis in male mice.",2021,"Brain, behavior, and immunity",animal,
32778392,Development of Disordered Eating Behaviors and Comorbid Depressive Symptoms in Adolescence: Neural and Psychopathological Predictors.,2021,Biological psychiatry,human,
32976951,The endocannabinoid system in the amygdala and modulation of fear.,2021,Progress in neuro-psychopharmacology & biological psychiatry,review,PMC7511205
33007132,Loss of the psychiatric risk factor SLC6A15 is associated with increased metabolic functions in primary hippocampal neurons.,2021,The European journal of neuroscience,animal,
33017602,Increased Notch2/NF-κB Signaling May Mediate the Depression Susceptibility: Evidence from Chronic Social Defeat Stress Mice and WKY Rats.,2021,Physiology & behavior,animal,
33027183,Functional neuroimaging biomarkers of resilience in major depressive disorder.,2021,Current opinion in psychiatry,review,PMC7769009
33028984,Low corticosterone levels attenuate late life depression and enhance glutamatergic neurotransmission in female rats.,2021,Acta pharmacologica Sinica,animal,PMC8149629
33038536,Identification of microRNA-9 linking the effects of childhood maltreatment on depression using amygdala connectivity.,2021,NeuroImage,human,
33043540,Decoupling of Gray and White Matter Functional Networks in Medication-Naïve Patients With Major Depressive Disorder.,2021,Journal of magnetic resonance imaging : JMRI,human,
33046342,Differentiating bipolar disorder from unipolar depression in youth: A systematic literature review of neuroimaging research studies.,2021,Psychiatry research. Neuroimaging,review,PMC8021005
33069732,Short-term sleep deprivation immediately after contextual conditioning inhibits BDNF signaling and disrupts memory consolidation in predator odor trauma mice model of PTSD.,2021,Brain research,animal,
33069739,Alterations in fear extinction neural circuitry and fear-related behavior linked to trauma exposure in children.,2021,Behavioural brain research,human,PMC7722124
33078371,Glucocorticoid Receptor Activation Restores Learning Memory by Modulating Hippocampal Plasticity in a Mouse Model of Brain Vitamin B<sub>12</sub> Deficiency.,2021,Molecular neurobiology,animal,
33078850,Time-restricted feeding prevents depressive-like and anxiety-like behaviors in male rats exposed to an experimental model of shift-work.,2021,Journal of neuroscience research,animal,
33082119,Negative Learning Bias in Depression Revisited: Enhanced Neural Response to Surprising Reward Across Psychiatric Disorders.,2021,Biological psychiatry. Cognitive neuroscience and neuroimaging,human,
33086145,Bifrontal high-frequency transcranial random noise stimulation is not effective as an add-on treatment in depression.,2021,Journal of psychiatric research,human,
33087855,Importance of sex and trauma context on circulating cytokines and amygdalar GABAergic signaling in a comorbid model of posttraumatic stress and alcohol use disorders.,2021,Molecular psychiatry,animal,PMC8058115
33096331,Structural and functional alterations in untreated patients with major depressive disorder and bipolar disorder experiencing first depressive episode: A magnetic resonance imaging study combined with follow-up.,2021,Journal of affective disorders,human,
33100039,Hearing loss is associated with hippocampal atrophy and high cortisol/dehydroepiandrosterone sulphate ratio in older adults.,2021,International journal of audiology,human,
32961541,Intrinsic connectivity of the prefrontal cortex and striato-limbic system respectively differentiate major depressive from generalized anxiety disorder.,2021,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,human,PMC8027677
32949645,Maternal separation induces changes in TREK-1 and 5HT<sub>1A</sub> expression in brain areas involved in the stress response in a sex-dependent way.,2021,Behavioural brain research,animal,
31482202,Choline elevation in amygdala region at recovery indicates longer survival without depressive episode: a magnetic resonance spectroscopy study.,2021,Psychopharmacology,human,PMC8062352
31633833,Optogenetic and chemogenetic insights into the neurocircuitry of depression-like behaviour: A systematic review.,2021,The European journal of neuroscience,review,
32790927,A preliminary study on functional activation and connectivity during frustration in youths with bipolar disorder.,2021,Bipolar disorders,human,PMC8074834
32795554,Covariation between Childhood-Trauma Related Resting-State Functional Connectivity and Affective Temperaments is Impaired in Individuals with Major Depressive Disorder.,2021,Neuroscience,human,
32800379,Using Brain Imaging to Improve Spatial Targeting of Transcranial Magnetic Stimulation for Depression.,2021,Biological psychiatry,review,
32805776,Prolonged maternal separation alters neurogenesis and synaptogenesis in postnatal dentate gyrus of mice.,2021,Bipolar disorders,animal,
32811415,Is Adult Hippocampal Neurogenesis Really Relevant for the Treatment of Psychiatric Disorders?,2021,Current neuropharmacology,review,PMC8977631
32827309,Is amygdala size correlated with stress?,2021,Folia morphologica,human,
32855106,Altered Dentate Gyrus Microstructure in Individuals at High Familial Risk for Depression Predicts Future Symptoms.,2021,Biological psychiatry. Cognitive neuroscience and neuroimaging,human,PMC7750261
32864894,Genetic and pharmacological inhibition of two-pore domain potassium channel TREK-1 alters depression-related behaviors and neuronal plasticity in the hippocampus in mice.,2021,CNS neuroscience & therapeutics,animal,PMC7816204
33120242,Neurotransmitters and Neurometabolites in Late-Life Depression: A Preliminary Magnetic Resonance Spectroscopy Study at 7T.,2021,Journal of affective disorders,human,PMC8606178
32880057,Prefrontal resting-state connectivity and antidepressant response: no associations in the ELECT-TDCS trial.,2021,European archives of psychiatry and clinical neuroscience,human,
32900657,Effects of Serial Ketamine Infusions on Corticolimbic Functional Connectivity in Major Depression.,2021,Biological psychiatry. Cognitive neuroscience and neuroimaging,human,PMC8629108
32905810,Meranzin hydrate elicits antidepressant effects and restores reward circuitry.,2021,Behavioural brain research,animal,
32914678,KEOPS complex expression in the frontal cortex in major depression and schizophrenia.,2021,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,human,PMC8005497
32920880,The effects of microglia- and astrocyte-derived factors on neurogenesis in health and disease.,2021,The European journal of neuroscience,review,PMC8451940
32921587,Dorsolateral Prefrontal Cortex and Subcallosal Cingulate Connectivity Show Preferential Antidepressant Response in Major Depressive Disorder.,2021,Biological psychiatry. Cognitive neuroscience and neuroimaging,human,PMC10177661
32926285,"The relationship between cortisol reactivity and emotional brain function is differently moderated by childhood trauma, in bipolar disorder, schizophrenia and healthy individuals.",2021,European archives of psychiatry and clinical neuroscience,human,
32926906,Functional deficit in hippocampal activity during fear extinction recall in the single prolonged-stress model of PTSD in male rats.,2021,Behavioural brain research,animal,
32926907,Blockage of p75<sup>NTR</sup> ameliorates depressive-like behaviours of mice under chronic unpredictable mild stress.,2021,Behavioural brain research,animal,
32882254,Vitamin D3/vitamin D receptor signaling mitigates symptoms of post-stroke depression in mice by upregulating hippocampal BDNF expression.,2021,Neuroscience research,animal,
33407653,"miR-142 downregulation alleviates rat PTSD-like behaviors, reduces the level of inflammatory cytokine expression and apoptosis in hippocampus, and upregulates the expression of fragile X mental retardation protein.",2021,Journal of neuroinflammation,animal,PMC7788709
33245480,Maternal Separation-Induced Histone Acetylation Correlates with BDNF-Programmed Synaptic Changes in an Animal Model of PTSD with Sex Differences.,2021,Molecular neurobiology,animal,
33414370,"Chronic unpredictable mild stress produces depressive-like behavior, hypercortisolemia, and metabolic dysfunction in adolescent cynomolgus monkeys.",2021,Translational psychiatry,animal,PMC7791128
33631654,Cognitive behavioral therapy for patients with mild to moderate depression: Treatment effects and neural mechanisms.,2021,Journal of psychiatric research,human,
33634921,Predicting Neuroimaging Biomarkers for Antidepressant Selection in Early Treatment of Depression.,2021,Journal of magnetic resonance imaging : JMRI,human,
33636288,Myelin deficits in patients with recurrent major depressive disorder: An inhomogeneous magnetization transfer study.,2021,Neuroscience letters,human,
33636477,Total glycosides from stems of Cistanche tubulosa alleviate depression-like behaviors: bidirectional interaction of the phytochemicals and gut microbiota.,2021,Phytomedicine : international journal of phytotherapy and phytopharmacology,animal,
